CD_MUN,Municipio,Evento,Status,Mortos,Feridos,Enfermos,Desaparecidos,Desalojados,Desabrigados,OutrosAfetados,Registro,TotalAfetados,TotalNaoAfetados,PopulacaoEstimada2024,TotalAfetadosNormalized,TotalNaoAfetadosNormalized,PercentualAffected
4315909,Rodeio Bonito,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6694,04/05/2024,6694,-951,5743,6694,0,100
4315958,Rolador,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,8,0,2192,09/05/2024,2200,346,2546,2200,346,86.41005499
4316006,Rolante,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,4,0,0,7000,200,14049,05/05/2024,21253,-1760,19493,21253,0,100
4316105,Ronda Alta,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,10228,03/05/2024,10228,0,10228,10228,0,100
4316204,Rondinha,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5520,03/05/2024,5520,0,5520,5520,0,100
4316303,Roque Gonzales,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,06/05/2024,0,7206,7206,0,7206,0
4316402,Rosário do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,158,0,3860,06/05/2024,4018,35733,39751,4018,35733,10.10792181
4316428,Sagrada Família,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,16,0,2579,03/05/2024,2595,0,2595,2595,0,100
4316436,Saldanha Marinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2575,29/05/2024,2575,294,2869,2575,294,89.75252701
4316451,Salto do Jacuí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,120,0,10168,03/05/2024,10288,1592,11880,10288,1592,86.5993266
4316477,Salvador das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2877,09/05/2024,2877,-208,2669,2877,0,100
4316501,Salvador do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,0,0,0,60,30,0,06/05/2024,92,6655,6747,92,6655,1.363568994
4316600,Sananduva,Tempestade Local/Convectiva - Chuvas Intensas,Registro,0,0,0,0,0,0,0,21/05/2024,0,15373,15373,0,15373,0
4316709,Santa Bárbara do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8829,28/05/2024,8829,0,8829,8829,0,100
4316733,Santa Cecília do Sul,,,,,,,,,,,,,,,,
4316758,Santa Clara do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,60,0,0,30/04/2024,61,5631,5692,61,5631,1.07167955
4316808,Santa Cruz do Sul,Alagamentos,Reconhecido,1,5,20,3,11603,272,6961,06/05/2024,18865,99422,118287,18865,99422,15.94849814
4316907,Santa Maria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5,2,0,0,2000,120,269000,02/05/2024,271127,-10100,261027,271127,0,100
4316956,Santa Maria do Herval,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,56,16/05/2024,56,5997,6053,56,5997,0.925161077
4316972,Santa Margarida do Sul,Santa Margarida do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2352,03/05/2024,2352,0,2352,2352,0
4317004,Santana da Boa Vista,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,4,8240,03/05/2024,8244,-1104,7140,8244,0,100
4317103,Sant'Ana do Livramento,Sant'Ana do Livramento,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8703,23/05/2024,8703,73810,82513,8703,73810
4317202,Santa Rosa,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1300,06/05/2024,1300,67295,68595,1300,67295,1.895181865
4317251,Santa Tereza,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,948,0,557,02/05/2024,1505,212,1717,1505,212,87.65288294
4317301,Santa Vitória do Palmar,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,60,25,30917,10/05/2024,31002,0,31002,31002,0,100
4317400,Santiago,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,12,6,49280,04/05/2024,49298,-216,49082,49298,0,100
4317509,Santo Ângelo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,76304,07/05/2024,76304,0,76304,76304,0,100
4317558,Santo Antônio do Palma,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,6,0,2133,06/05/2024,2139,0,2139,2139,0,100
4317608,Santo Antônio da Patrulha,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,9886,09/05/2024,9886,29793,39679,9886,29793,24.91494241
4317707,Santo Antônio das Missões,Tempestade Local/Convectiva - Vendaval,Registro,0,0,0,0,0,0,520,19/06/2024,520,10690,11210,520,10690,4.638715433
4317756,Santo Antônio do Planalto,,,,,,,,,,,,,,,,
4317806,Santo Augusto,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,13970,03/05/2024,13970,0,13970,13970,0,100
4317905,Santo Cristo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,15320,06/05/2024,15320,-942,14378,15320,0,100
4317954,Santo Expedito do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2461,06/05/2024,2461,0,2461,2461,0,100
4318002,São Borja, Inundações,Reconhecido,0,0,0,0,500,200,1000,07/05/2024,1700,59962,61662,1700,59962,2.756965392
4318051,São Domingos do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2926,03/05/2024,2926,0,2926,2926,0,100
4318101,São Francisco de Assis,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,0,3000,03/05/2024,3040,16218,19258,3040,16218,15.78564752
4318200,São Francisco de Paula,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,4,20496,03/05/2024,20540,0,20540,20540,0,100
4318309,São Gabriel, Inundações,Reconhecido,0,0,0,0,1850,50,10000,30/04/2024,11900,48608,60508,11900,48608,19.66682092
4318408,São Jerônimo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,120,150,1,4080,975,16815,06/05/2024,22141,0,22141,22141,0,100
4318424,São João da Urtiga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4726,05/05/2024,4726,0,4726,4726,0,100
4318432,São João do Polêsine,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,1,1,0,100,21,2525,06/05/2024,2649,-14,2635,2649,0,100
4318440,São Jorge,Enxurradas,Registro,0,0,0,0,90,0,2684,03/05/2024,2774,0,2774,2774,0,100
4318457,São José das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,8,0,2712,03/05/2024,2720,0,2720,2720,0,100
4318465,São José do Herval,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,800,02/05/2024,800,1404,2204,800,1404,36.29764065
4318481,São José do Hortêncio,Enxurradas,Reconhecido,0,0,0,0,143,2,100,06/05/2024,245,3849,4094,245,3849,5.984367367
4318499,São José do Inhacorá,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,20,0,2386,06/05/2024,2406,-206,2200,2406,0,100
4318507,São José do Norte, Inundações,Reconhecido,0,0,0,0,1000,273,0,10/05/2024,1273,24250,25523,1273,24250,4.987658191
4318606,São José do Ouro,,,,,,,,,,,,,,,,
4318614,São José do Sul,Enxurradas,Reconhecido,0,0,0,0,13,0,1632,02/05/2024,1645,437,2082,1645,437,79.01056676
4318622,São José dos Ausentes,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,700,06/05/2024,700,2590,3290,700,2590,21.27659574
4318705,São Leopoldo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,165000,15000,36436,07/05/2024,216437,-2227,214210,216437,0,100
4318804,São Lourenço do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,2000,152,40962,10/05/2024,43114,0,43114,43114,0,100
4318903,São Luiz Gonzaga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,34558,30/05/2024,34558,0,34558,34558,0,100
4319000,São Marcos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,0,350,03/05/2024,365,19740,20105,365,19740,1.815468789
4319109,São Martinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5773,08/05/2024,5773,0,5773,5773,0,100
4319125,São Martinho da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,250,23,0,06/05/2024,273,2928,3201,273,2928,8.528584817
4319158,São Miguel das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,7056,06/05/2024,7056,365,7421,7056,365,95.0815254
4319208,São Nicolau,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5727,10/05/2024,5727,0,5727,5727,0,100
4319307,São Paulo das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4,10/05/2024,4,6363,6367,4,6363,0.062823936
4319356,São Pedro da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,40,38,0,04/05/2024,79,3238,3317,79,3238,2.381670184
4319364,São Pedro das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1757,03/05/2024,1757,129,1886,1757,129,93.16012725
4319372,São Pedro do Butiá,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,0,0,0,0,0,0,3070,06/05/2024,3070,-197,2873,3070,0,100
4319406,São Pedro do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,2,0,120,4,500,06/05/2024,626,15745,16371,626,15745,3.82383483
4319505,São Sebastião do Caí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5000,600,18828,05/05/2024,24428,-2484,21944,24428,0,100
4319604,São Sepé,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,0,206,597,20000,02/05/2024,20813,2985,23798,20813,2985,87.45692915
4319703,São Valentim,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3264,03/05/2024,3264,368,3632,3264,368,89.86784141
4319711,São Valentim do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,1,70,15,2207,05/05/2024,2303,-135,2168,2303,0,100
4319737,São Valério do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2543,07/05/2024,2543,104,2647,2543,104,96.0710238
4319752,São Vendelino,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,5,0,0,43,65,0,03/05/2024,115,1829,1944,115,1829,5.91563786
4319802,São Vicente do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,90,60,8290,06/05/2024,8440,0,8440,8440,0,100
4319901,Sapiranga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,273,55,2500,05/05/2024,2828,72192,75020,2828,72192,3.769661424
4320008,Sapucaia do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5000,550,56000,05/05/2024,61550,69438,130988,61550,69438,46.98903716
4320107,Sarandi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,845,35,20432,03/05/2024,21312,0,21312,21312,0,100
4320206,Seberi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,60,20,11870,03/05/2024,11950,-1048,10902,11950,0,100
4320230,Sede Nova,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,06/05/2024,0,3011,3011,0,3011,0
4320263,Segredo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6009,03/05/2024,6009,1149,7158,6009,1149,83.94803018
4320305,Selbach,Alagamentos,Reconhecido,0,0,0,0,0,0,0,06/05/2024,0,4929,4929,0,4929,0
4320321,Senador Salgado Filho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2673,06/05/2024,2673,141,2814,2673,141,94.98933902
4320354,Sentinela do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,4,687,04/05/2024,691,4506,5197,691,4506,13.29613238
4320404,Serafina Corrêa,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,3,0,1,466,106,16383,02/05/2024,16961,-2718,14243,16961,0,100
4320453,Sério,Enxurradas,Reconhecido,0,0,0,0,41,0,2240,03/05/2024,2281,0,2281,2281,0,100
4320503,Sertão,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6294,06/05/2024,6294,0,6294,6294,0,100
4320552,Sertão Santana,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3,500,1800,07/05/2024,2303,3547,5850,2303,3547,39.36752137
4320578,Sete de Setembro,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1830,10/05/2024,1830,296,2126,1830,296,86.07714017
4320602,Severiano de Almeida,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,180,0,3662,03/05/2024,3842,0,3842,3842,0,100
4320651,Silveira Martins,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,200,24,2227,07/05/2024,2452,0,2452,2452,0,100
4320677,Sinimbu,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,1200,800,6578,01/05/2024,8578,1489,10067,8578,1489,85.20909904
4320701,Sobradinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,140,510,13576,06/05/2024,14226,59,14285,14226,59,99.58697935
4320800,Soledade,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,25,15,30025,03/05/2024,30065,0,30065,30065,0,100
4320859,Tabaí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,50,01/05/2024,50,4081,4131,50,4081,1.210360687
4320909,Tapejara,,,,,,,,,,,,,,,,
4321006,Tapera,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,10,26,0,06/05/2024,36,10416,10452,36,10416,0.344431688
4321105,Tapes,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,608,72,2320,17/05/2024,3000,13649,16649,3000,13649,18.01910025
4321204,Taquara,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,0,0,0,8800,439,6747,06/05/2024,15988,38668,54656,15988,38668,29.25204918
4321303,Taquari,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,894,90,24214,01/05/2024,25198,937,26135,25198,937,96.41476947
4321329,Taquaruçu do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,0,3104,03/05/2024,3119,-149,2970,3119,0,100
4321352,Tavares,Alagamentos,Reconhecido,0,0,0,0,0,0,1800,09/05/2024,1800,3551,5351,1800,3551,33.63857223
4321402,Tenente Portela,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,12,0,13704,06/05/2024,13716,0,13716,13716,0,100
4321436,Terra de Areia,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,0,100,21/05/2024,140,9738,9878,140,9738,1.41729095
4321451,Teutônia,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,3,250,21,0,01/05/2024,274,26991,27265,274,26991,1.004951403
4321469,Tio Hugo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3267,23/06/2024,3267,-543,2724,3267,0,100
4321477,Tiradentes do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6461,04/05/2024,6461,0,6461,6461,0,100
4321493,Toropi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,11,0,0,04/05/2024,11,2941,2952,11,2941,0.372628726
4321501,Torres,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,4,0,0,6,0,60,02/05/2024,70,34576,34646,70,34576,0.202043526
4321600,Tramandaí,,,,,,,,,,,,,,,,
4321626,Travesseiro,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,20,3,1,350,40,2152,03/05/2024,2568,-254,2314,2568,0,100
4321634,Três Arroios,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,11,0,2580,06/05/2024,2591,264,2855,2591,264,90.7530648
4321667,Três Cachoeiras,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,07/05/2024,0,10239,10239,0,10239,0
4321709,Três Coroas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3,0,0,0,18200,1120,0,05/05/2024,19323,4532,23855,19323,4532,81.0018864
4321808,Três de Maio,Enxurradas,Não reconhecido,0,0,0,0,8,0,23718,07/05/2024,23726,0,23726,23726,0,100
4321832,Três Forquilhas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,384,0,508,05/05/2024,892,2020,2912,892,2020,30.63186813
4321857,Três Palmeiras,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4617,03/05/2024,4617,-236,4381,4617,0,100
4321907,Três Passos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,25436,04/05/2024,25436,-1463,23973,25436,0,100
4321956,Trindade do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,24,0,5763,03/05/2024,5787,0,5787,5787,0,100
4322004,Triunfo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,8000,937,18561,07/05/2024,27498,-1687,25811,27498,0,100
4322103,Tucunduva,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5901,03/05/2024,5901,0,5901,5901,0,100
4322152,Tunas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,120,0,3561,06/05/2024,3681,714,4395,3681,714,83.75426621
4322186,Tupanci do Sul,,,,,,,,,,,,,,,,
4322202,Tupanciretã,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,46,1,19958,04/05/2024,20005,2281,22286,20005,2281,89.76487481
4322251,Tupandi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,50,0,4979,02/05/2024,5029,-1110,3919,5029,0,100
4322301,Tuparendi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8557,06/05/2024,8557,0,8557,8557,0,100
4322327,Turuçu,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1400,15/05/2024,1400,2122,3522,1400,2122,39.75014196
4322343,Ubiretama,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2296,06/05/2024,2296,0,2296,2296,0,100
4322350,União da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1080,04/05/2024,1080,407,1487,1080,407,72.62945528
4322376,Unistalda,,,,,,,,,,,,,,,,
4322400,Uruguaiana, Inundações,Reconhecido,0,0,0,0,1836,297,1200,07/05/2024,3333,122174,125507,3333,122174,2.65562877
4322509,Vacaria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,64817,07/05/2024,64817,-3472,61345,64817,0,100
4322525,Vale Verde,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,73,0,1613,28/05/2024,1686,1567,3253,1686,1567,51.82908085
4322533,Vale do Sol,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,300,16,2000,03/05/2024,2317,8760,11077,2317,8760,20.91721585
4322541,Vale Real,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,0,1200,300,4548,04/05/2024,6058,-937,5121,6058,0,100
4322558,Vanini,,,,,,,,,,,,,,,,
4322608,Venâncio Aires,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,19,0,0,23235,391,0,04/05/2024,23647,42317,65964,23647,42317,35.84834152
4322707,Vera Cruz,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,200,0,0,2000,150,24320,01/05/2024,26670,-2684,23986,26670,0,100
4322806,Veranópolis,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5,21,0,1,348,146,22815,06/05/2024,23336,-521,22815,23336,0,100
4322855,Vespasiano Corrêa,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,12,0,0,126,0,1680,03/05/2024,1818,156,1974,1818,156,92.09726444
4322905,Viadutos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,0,4754,06/05/2024,4769,542,5311,4769,542,89.79476558
4323002,Viamão,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,378,11,0,10/05/2024,389,238845,239234,389,238845,0.162602306
4323101,Vicente Dutra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,36,0,5249,03/05/2024,5285,0,5285,5285,0,100
4323200,Victor Graeff,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3,0,3033,08/05/2024,3036,0,3036,3036,0,100
4323309,Vila Flores,Enxurradas,Reconhecido,0,0,0,0,0,0,200,04/05/2024,200,3007,3207,200,3007,6.236357967
4323358,Vila Lângaro,,,,,,,,,,,,,,,,
4323408,Vila Maria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,25,60,0,04/05/2024,85,4136,4221,85,4136,2.01374082
4323457,Vila Nova do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,7,0,250,06/05/2024,257,3964,4221,257,3964,6.088604596
4323507,Vista Alegre,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2832,05/05/2024,2832,0,2832,2832,0,100
4323606,Vista Alegre do Prata,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,2,0,0,17,5,0,03/05/2024,24,1545,1569,24,1545,1.529636711
4323705,Vista Gaúcha,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,56,0,2727,06/05/2024,2783,-24,2759,2783,0,100
4323754,Vitória das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3485,07/05/2024,3485,0,3485,3485,0,100
4323770,Westfália,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,87,0,2706,06/05/2024,2793,0,2793,2793,0,100
4323804,Xangri-lá,,,,,,,,,,,,,,,,
